Username,Review Text,Likes,Date,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
@Martinoballs,Mmk lahh. Kebuka dikit di bilang porno😁,0,2025-07-02T07:30:52Z,Mmk lahh Kebuka dikit di bilang porno,mmk lahh kebuka dikit di bilang porno,mmk lah kebuka dikit di bilang porno,"['mmk', 'lah', 'kebuka', 'dikit', 'di', 'bilang', 'porno']","['mmk', 'kebuka', 'dikit', 'bilang', 'porno']",mmk buka dikit bilang porno,Negatif
@Dreamm551,Infokan foto foto nya dari mana bang?,0,2025-07-02T07:22:48Z,Infokan foto foto nya dari mana bang,infokan foto foto nya dari mana bang,infokan foto foto ya dari mana abang,"['infokan', 'foto', 'foto', 'ya', 'dari', 'mana', 'abang']","['infokan', 'foto', 'foto', 'ya', 'abang']",info foto foto ya abang,Positif
@Akbar-zp1jj,"Ada banyak chart dari Genshin,ZZZ,Honkai tapi kenapa harus Roblox cok😭",0,2025-07-02T07:20:36Z,Ada banyak chart dari GenshinZZZHonkai tapi kenapa harus Roblox cok,ada banyak chart dari genshinzzzhonkai tapi kenapa harus roblox cok,ada banyak chart dari genshinzzzhonkai tapi kenapa harus roblox cok,"['ada', 'banyak', 'chart', 'dari', 'genshinzzzhonkai', 'tapi', 'kenapa', 'harus', 'roblox', 'cok']","['chart', 'genshinzzzhonkai', 'roblox', 'cok']",chart genshinzzzhonkai roblox cok,Netral
@banxderslebew9124,"yg salah ni pemain nya, Jan bikin orang bernafsu pada fantasi kalian, fetis orng beda2 bukan suka furry, Minecraft😂,, pada inti nya klo ngk mau bikin orng birahi Jan mancing aj",0,2025-07-02T07:10:40Z,yg salah ni pemain nya Jan bikin orang bernafsu pada fantasi kalian fetis orng beda bukan suka furry Minecraft pada inti nya klo ngk mau bikin orng birahi Jan mancing aj,yg salah ni pemain nya jan bikin orang bernafsu pada fantasi kalian fetis orng beda bukan suka furry minecraft pada inti nya klo ngk mau bikin orng birahi jan mancing aj,yang salah nih pemain ya jangan bikin orang bernafsu pada fantasi kalian fetis orang beda bukan suka furry minecraft pada inti ya kalau tidak mau bikin orang birahi jangan mancing saja,"['yang', 'salah', 'nih', 'pemain', 'ya', 'jangan', 'bikin', 'orang', 'bernafsu', 'pada', 'fantasi', 'kalian', 'fetis', 'orang', 'beda', 'bukan', 'suka', 'furry', 'minecraft', 'pada', 'inti', 'ya', 'kalau', 'tidak', 'mau', 'bikin', 'orang', 'birahi', 'jangan', 'mancing', 'saja']","['salah', 'nih', 'pemain', 'ya', 'bikin', 'orang', 'bernafsu', 'fantasi', 'fetis', 'orang', 'beda', 'suka', 'furry', 'minecraft', 'inti', 'ya', 'bikin', 'orang', 'birahi', 'mancing']",salah nih main ya bikin orang nafsu fantasi fetis orang beda suka furry minecraft inti ya bikin orang birah mancing,Positif
@gemini924,"aku yang main roblox karena ada clan roblox di Alternate Battleground Be like :
kukira ramai karena nostalgia, ternyata karena avatar cewek😮‍💨😮‍💨😮‍💨",3,2025-07-02T07:09:47Z,"aku yang main roblox karena ada clan roblox di Alternate Battleground Be like 
kukira ramai karena nostalgia ternyata karena avatar cewek","aku yang main roblox karena ada clan roblox di alternate battleground be like 
kukira ramai karena nostalgia ternyata karena avatar cewek",aku yang main roblox karena ada clan roblox di alternate battleground be like kukira ramai karena nostalgia ternyata karena avatar cewek,"['aku', 'yang', 'main', 'roblox', 'karena', 'ada', 'clan', 'roblox', 'di', 'alternate', 'battleground', 'be', 'like', 'kukira', 'ramai', 'karena', 'nostalgia', 'ternyata', 'karena', 'avatar', 'cewek']","['main', 'roblox', 'clan', 'roblox', 'alternate', 'battleground', 'be', 'like', 'kukira', 'ramai', 'nostalgia', 'avatar', 'cewek']",main roblox clan roblox alternate battleground be like kira ramai nostalgia avatar cewek,Netral
@kalakunmeme493,"""antum birahi sama kartun"" moment",0,2025-07-02T07:08:32Z,antum birahi sama kartun moment,antum birahi sama kartun moment,antum birahi sama kartun moment,"['antum', 'birahi', 'sama', 'kartun', 'moment']","['antum', 'birahi', 'kartun', 'moment']",antum birah kartun moment,Negatif
@RADENKECE,mending jadi petani grow a garden😂,0,2025-07-02T06:54:35Z,mending jadi petani grow a garden,mending jadi petani grow a garden,mending jadi petani grow a garden,"['mending', 'jadi', 'petani', 'grow', 'a', 'garden']","['mending', 'petani', 'grow', 'a', 'garden']",mending tani grow a garden,Netral
@FORGOTTEN_FIXED,"Aku main roblox, tapi aku gk liat itu, aku main roblox karna temen aku main juga, kan malas juga main ML kalah mulu🗿",0,2025-07-02T06:52:54Z,Aku main roblox tapi aku gk liat itu aku main roblox karna temen aku main juga kan malas juga main ML kalah mulu,aku main roblox tapi aku gk liat itu aku main roblox karna temen aku main juga kan malas juga main ml kalah mulu,aku main roblox tapi aku tidak lihat itu aku main roblox karena teman aku main juga kan malas juga main ml kalah mulu,"['aku', 'main', 'roblox', 'tapi', 'aku', 'tidak', 'lihat', 'itu', 'aku', 'main', 'roblox', 'karena', 'teman', 'aku', 'main', 'juga', 'kan', 'malas', 'juga', 'main', 'ml', 'kalah', 'mulu']","['main', 'roblox', 'lihat', 'main', 'roblox', 'teman', 'main', 'malas', 'main', 'ml', 'kalah', 'mulu']",main roblox lihat main roblox teman main malas main ml kalah mulu,Negatif
@KingWhite010,Yang gak main Roblox bilek:ho🗿,0,2025-07-02T06:51:10Z,Yang gak main Roblox bilekho,yang gak main roblox bilekho,yang tidak main roblox bilekho,"['yang', 'tidak', 'main', 'roblox', 'bilekho']","['main', 'roblox', 'bilekho']",main roblox bilekho,Netral
@Stay_Halal1141,"Ayoalah bun itu ame tqrget ke ank anak
Orang indo udh ngerusak gme roblox am ava yg sus , gua maen roblox dlu tenaaaang aj sekarang org org udh pada aneh semua caboel , biruahi pulak , anak kls 3 sd aja udh bisa ngehina yttm ama miskin gila gk tuh . Masih mending maen ama orang luar dri pada orang indo sendiri , buat bljr b inggris juga",1,2025-07-02T06:49:30Z,"Ayoalah bun itu ame tqrget ke ank anak
Orang indo udh ngerusak gme roblox am ava yg sus  gua maen roblox dlu tenaaaang aj sekarang org org udh pada aneh semua caboel  biruahi pulak  anak kls  sd aja udh bisa ngehina yttm ama miskin gila gk tuh  Masih mending maen ama orang luar dri pada orang indo sendiri  buat bljr b inggris juga","ayoalah bun itu ame tqrget ke ank anak
orang indo udh ngerusak gme roblox am ava yg sus  gua maen roblox dlu tenaaaang aj sekarang org org udh pada aneh semua caboel  biruahi pulak  anak kls  sd aja udh bisa ngehina yttm ama miskin gila gk tuh  masih mending maen ama orang luar dri pada orang indo sendiri  buat bljr b inggris juga",ayoalah bun itu ame tqrget ke anak anak orang indonesia sudah ngerusak gme roblox sama ava yang sus gua main roblox dulu tenaaaang saja sekarang orang orang sudah pada aneh semua caboel biruahi pula anak kls sd saja sudah bisa menghina yttm sama miskin gila tidak tuh masih mending main sama orang luar dari pada orang indonesia sendiri buat belajar b inggris juga,"['ayoalah', 'bun', 'itu', 'ame', 'tqrget', 'ke', 'anak', 'anak', 'orang', 'indonesia', 'sudah', 'ngerusak', 'gme', 'roblox', 'sama', 'ava', 'yang', 'sus', 'gua', 'main', 'roblox', 'dulu', 'tenaaaang', 'saja', 'sekarang', 'orang', 'orang', 'sudah', 'pada', 'aneh', 'semua', 'caboel', 'biruahi', 'pula', 'anak', 'kls', 'sd', 'saja', 'sudah', 'bisa', 'menghina', 'yttm', 'sama', 'miskin', 'gila', 'tidak', 'tuh', 'masih', 'mending', 'main', 'sama', 'orang', 'luar', 'dari', 'pada', 'orang', 'indonesia', 'sendiri', 'buat', 'belajar', 'b', 'inggris', 'juga']","['ayoalah', 'bun', 'ame', 'tqrget', 'anak', 'anak', 'orang', 'indonesia', 'ngerusak', 'gme', 'roblox', 'ava', 'sus', 'gua', 'main', 'roblox', 'tenaaaang', 'orang', 'orang', 'aneh', 'caboel', 'biruahi', 'anak', 'kls', 'sd', 'menghina', 'yttm', 'miskin', 'gila', 'tuh', 'mending', 'main', 'orang', 'orang', 'indonesia', 'belajar', 'b', 'inggris']",ayoalah bun ame tqrget anak anak orang indonesia ngerusak gme roblox ava sus gua main roblox tenaaaang orang orang aneh caboel biruahi anak kls sd hina yttm miskin gila tuh mending main orang orang indonesia ajar b inggris,Negatif
@Aal-l2g,Dan temannya oji wahyudi pun sampai bikin status sambil vn kalo dia heran kok ada aja yang ange sama ava game😂,0,2025-07-02T06:45:35Z,Dan temannya oji wahyudi pun sampai bikin status sambil vn kalo dia heran kok ada aja yang ange sama ava game,dan temannya oji wahyudi pun sampai bikin status sambil vn kalo dia heran kok ada aja yang ange sama ava game,dan temannya oji wahyudi pun sampai bikin status sambil vn kalau dia heran kok ada saja yang ange sama ava game,"['dan', 'temannya', 'oji', 'wahyudi', 'pun', 'sampai', 'bikin', 'status', 'sambil', 'vn', 'kalau', 'dia', 'heran', 'kok', 'ada', 'saja', 'yang', 'ange', 'sama', 'ava', 'game']","['temannya', 'oji', 'wahyudi', 'bikin', 'status', 'vn', 'heran', 'ange', 'ava', 'game']",teman oji wahyudi bikin status vn heran ange ava game,Positif
@Galaksinya_,Bro adalah Pasian RSJ,0,2025-07-02T06:45:10Z,Bro adalah Pasian RSJ,bro adalah pasian rsj,bro adalah pasian rsj,"['bro', 'adalah', 'pasian', 'rsj']","['bro', 'pasian', 'rsj']",bro pasi rsj,Netral
@MichaelTCFREEPALESTINE,Biasa aja itu sama aja kek samge ama kartun dan game,0,2025-07-02T06:33:20Z,Biasa aja itu sama aja kek samge ama kartun dan game,biasa aja itu sama aja kek samge ama kartun dan game,biasa saja itu sama saja kayak samge sama kartun dan game,"['biasa', 'saja', 'itu', 'sama', 'saja', 'kayak', 'samge', 'sama', 'kartun', 'dan', 'game']","['kayak', 'samge', 'kartun', 'game']",kayak samge kartun game,Netral
@serigala-tersakiti,Penyakit gila tak tertolong kan,0,2025-07-02T06:26:33Z,Penyakit gila tak tertolong kan,penyakit gila tak tertolong kan,penyakit gila tak tertolong kan,"['penyakit', 'gila', 'tak', 'tertolong', 'kan']","['penyakit', 'gila', 'tertolong']",sakit gila tolong,Negatif
@CHIKIFORTUNE,Game yg dlu dibuat untuk edukasi dan sekarang sudah tidak lagi😢,0,2025-07-02T06:19:09Z,Game yg dlu dibuat untuk edukasi dan sekarang sudah tidak lagi,game yg dlu dibuat untuk edukasi dan sekarang sudah tidak lagi,game yang dulu dibuat untuk edukasi dan sekarang sudah tidak lagi,"['game', 'yang', 'dulu', 'dibuat', 'untuk', 'edukasi', 'dan', 'sekarang', 'sudah', 'tidak', 'lagi']","['game', 'edukasi']",game edukasi,Positif
@Zenji-sama,Bro sungguh crazy 💀,0,2025-07-02T06:17:38Z,Bro sungguh crazy ,bro sungguh crazy ,bro sungguh crazy,"['bro', 'sungguh', 'crazy']","['bro', 'sungguh', 'crazy']",bro sungguh crazy,Netral
@Brackanimators,Itu org ny birahi berat SDM rendah😂😂😂,0,2025-07-02T06:12:55Z,Itu org ny birahi berat SDM rendah,itu org ny birahi berat sdm rendah,itu orang nya birahi berat sdm rendah,"['itu', 'orang', 'nya', 'birahi', 'berat', 'sdm', 'rendah']","['orang', 'nya', 'birahi', 'berat', 'sdm', 'rendah']",orang nya birah berat sdm rendah,Negatif
@fathiribrahim-h2z,"Kuntum
farm nya udh di",1,2025-07-02T05:59:55Z,"Kuntum
farm nya udh di","kuntum
farm nya udh di",kuntum farm ya sudah di,"['kuntum', 'farm', 'ya', 'sudah', 'di']","['kuntum', 'farm', 'ya']",kuntum farm ya,Positif
@FarizYeager1,Mending Gua Main Free Fire Dari Pada Ternodai🗿,0,2025-07-02T05:58:06Z,Mending Gua Main Free Fire Dari Pada Ternodai,mending gua main free fire dari pada ternodai,mending gua main free fire dari pada ternodai,"['mending', 'gua', 'main', 'free', 'fire', 'dari', 'pada', 'ternodai']","['mending', 'gua', 'main', 'free', 'fire', 'ternodai']",mending gua main free fire noda,Negatif
@yusufhanifah4550,Ts Js pmo fr I miss 2018 era fr,0,2025-07-02T05:55:58Z,Ts Js pmo fr I miss  era fr,ts js pmo fr i miss  era fr,ts js pmo fr i miss era fr,"['ts', 'js', 'pmo', 'fr', 'i', 'miss', 'era', 'fr']","['ts', 'js', 'pmo', 'fr', 'i', 'miss', 'era', 'fr']",ts js pmo fr i miss era fr,Negatif
@Skyvye1,Antum birahi dengan kubus😡,0,2025-07-02T05:55:08Z,Antum birahi dengan kubus,antum birahi dengan kubus,antum birahi dengan kubus,"['antum', 'birahi', 'dengan', 'kubus']","['antum', 'birahi', 'kubus']",antum birah kubus,Negatif
@raynarfarzan653,Wah tadi yang foto chat itu udah gak waras kok bisa gitu sama karakter roblox kalo ngajak main gara gara banyak yang sseru sama nemu game yang bagus normal lah tapi kalau gitu udah gak bener,0,2025-07-02T05:52:37Z,Wah tadi yang foto chat itu udah gak waras kok bisa gitu sama karakter roblox kalo ngajak main gara gara banyak yang sseru sama nemu game yang bagus normal lah tapi kalau gitu udah gak bener,wah tadi yang foto chat itu udah gak waras kok bisa gitu sama karakter roblox kalo ngajak main gara gara banyak yang sseru sama nemu game yang bagus normal lah tapi kalau gitu udah gak bener,wah tadi yang foto chat itu sudah tidak waras kok bisa begitu sama karakter roblox kalau mengajak main gara gara banyak yang sseru sama nemu game yang bagus normal lah tapi kalau begitu sudah tidak benar,"['wah', 'tadi', 'yang', 'foto', 'chat', 'itu', 'sudah', 'tidak', 'waras', 'kok', 'bisa', 'begitu', 'sama', 'karakter', 'roblox', 'kalau', 'mengajak', 'main', 'gara', 'gara', 'banyak', 'yang', 'sseru', 'sama', 'nemu', 'game', 'yang', 'bagus', 'normal', 'lah', 'tapi', 'kalau', 'begitu', 'sudah', 'tidak', 'benar']","['foto', 'chat', 'waras', 'karakter', 'roblox', 'mengajak', 'main', 'gara', 'gara', 'sseru', 'nemu', 'game', 'bagus', 'normal']",foto chat waras karakter roblox ajak main gara gara sseru nemu game bagus normal,Positif
@kiyoshioga,Oji wahyudi 😂,0,2025-07-02T05:51:38Z,Oji wahyudi ,oji wahyudi ,oji wahyudi,"['oji', 'wahyudi']","['oji', 'wahyudi']",oji wahyudi,Netral
@Infero_Cool,Padahal tuhan gak kurang kurang/banyak ciptain perempuan buat jadi pasangan lu.Lah lu malah birahi sama karakter game🗿,1,2025-07-02T05:48:10Z,Padahal tuhan gak kurang kurangbanyak ciptain perempuan buat jadi pasangan luLah lu malah birahi sama karakter game,padahal tuhan gak kurang kurangbanyak ciptain perempuan buat jadi pasangan lulah lu malah birahi sama karakter game,padahal tuhan tidak kurang kurangbanyak menciptakan perempuan buat jadi pasangan lulah kamu malah birahi sama karakter game,"['padahal', 'tuhan', 'tidak', 'kurang', 'kurangbanyak', 'menciptakan', 'perempuan', 'buat', 'jadi', 'pasangan', 'lulah', 'kamu', 'malah', 'birahi', 'sama', 'karakter', 'game']","['tuhan', 'kurangbanyak', 'menciptakan', 'perempuan', 'pasangan', 'lulah', 'birahi', 'karakter', 'game']",tuhan kurangbanyak cipta perempuan pasang lulah birah karakter game,Positif
@YuraNoirID,Gooning 🤣🤣,0,2025-07-02T05:47:40Z,Gooning ,gooning ,gooning,['gooning'],['gooning'],gooning,Netral
@org_gabut73648,"Yg buat lah, yg suka lah, sama sama gila ...
 mungkin mereka sudah tidak waras lagi 🗿",0,2025-07-02T05:45:18Z,"Yg buat lah yg suka lah sama sama gila 
 mungkin mereka sudah tidak waras lagi ","yg buat lah yg suka lah sama sama gila 
 mungkin mereka sudah tidak waras lagi ",yang buat lah yang suka lah sama sama gila mungkin mereka sudah tidak waras lagi,"['yang', 'buat', 'lah', 'yang', 'suka', 'lah', 'sama', 'sama', 'gila', 'mungkin', 'mereka', 'sudah', 'tidak', 'waras', 'lagi']","['suka', 'gila', 'waras']",suka gila waras,Netral
@BAXIBOX,Yhaha😂,0,2025-07-02T05:39:46Z,Yhaha,yhaha,yhaha,['yhaha'],['yhaha'],yhaha,Netral
@callmefajril,kalo di bilang suka ya normal normal aja selagi jangan di jadiin bacol,0,2025-07-02T05:37:57Z,kalo di bilang suka ya normal normal aja selagi jangan di jadiin bacol,kalo di bilang suka ya normal normal aja selagi jangan di jadiin bacol,kalau di bilang suka ya normal normal saja selagi jangan di jadikan bacol,"['kalau', 'di', 'bilang', 'suka', 'ya', 'normal', 'normal', 'saja', 'selagi', 'jangan', 'di', 'jadikan', 'bacol']","['bilang', 'suka', 'ya', 'normal', 'normal', 'selagi', 'jadikan', 'bacol']",bilang suka ya normal normal selagi jadi bacol,Positif
@the_vanxtroit,"Wah,make tu orang",1,2025-07-02T05:30:22Z,Wahmake tu orang,wahmake tu orang,wahmake itu orang,"['wahmake', 'itu', 'orang']","['wahmake', 'orang']",wahmake orang,Netral
@NatanPrambon,Hell nah birahi sama avatar rolnuk,0,2025-07-02T05:21:25Z,Hell nah birahi sama avatar rolnuk,hell nah birahi sama avatar rolnuk,hell nah birahi sama avatar rolnuk,"['hell', 'nah', 'birahi', 'sama', 'avatar', 'rolnuk']","['hell', 'birahi', 'avatar', 'rolnuk']",hell birah avatar rolnuk,Negatif
@MR.Riverz,B aja gw mah  orang nya aja kali yang stress,1,2025-07-02T05:14:50Z,B aja gw mah  orang nya aja kali yang stress,b aja gw mah  orang nya aja kali yang stress,b saja gue mah orang ya saja kali yang stres,"['b', 'saja', 'gue', 'mah', 'orang', 'ya', 'saja', 'kali', 'yang', 'stres']","['b', 'gue', 'mah', 'orang', 'ya', 'kali', 'stres']",b gue mah orang ya kali stres,Netral
@Ilham_Bay,"""Kenapa harus roblox COKKK""       -Pria misterius",0,2025-07-02T05:14:09Z,Kenapa harus roblox COKKK       Pria misterius,kenapa harus roblox cokkk       pria misterius,kenapa harus roblox cokkk pria misterius,"['kenapa', 'harus', 'roblox', 'cokkk', 'pria', 'misterius']","['roblox', 'cokkk', 'pria', 'misterius']",roblox cokkk pria misterius,Netral
@infinixroblox,finally roblox cuy,0,2025-07-02T05:14:04Z,finally roblox cuy,finally roblox cuy,finally roblox cuy,"['finally', 'roblox', 'cuy']","['finally', 'roblox', 'cuy']",finally roblox cuy,Netral
@Ridwan-u3o,Fetish baru,0,2025-07-02T05:11:19Z,Fetish baru,fetish baru,fetish baru,"['fetish', 'baru']",['fetish'],fetish,Netral
@Nolan-xryy01,"Liat avatar doang bisa sange, udh gila tu orang😂",0,2025-07-02T05:08:18Z,Liat avatar doang bisa sange udh gila tu orang,liat avatar doang bisa sange udh gila tu orang,lihat avatar doang bisa sange sudah gila itu orang,"['lihat', 'avatar', 'doang', 'bisa', 'sange', 'sudah', 'gila', 'itu', 'orang']","['lihat', 'avatar', 'doang', 'sange', 'gila', 'orang']",lihat avatar doang sange gila orang,Netral
@YuliAna-x4b3f,Gua mending gua nonton guest saja dari pada vidio itu,0,2025-07-02T05:07:26Z,Gua mending gua nonton guest saja dari pada vidio itu,gua mending gua nonton guest saja dari pada vidio itu,gua mending gua menonton guest saja dari pada vidio itu,"['gua', 'mending', 'gua', 'menonton', 'guest', 'saja', 'dari', 'pada', 'vidio', 'itu']","['gua', 'mending', 'gua', 'menonton', 'guest', 'vidio']",gua mending gua tonton guest vidio,Negatif
@ABHISTASPEED,"Ini bukan kasus terparah, kasus terparah ada di game minecraft🗿",0,2025-07-02T05:04:59Z,Ini bukan kasus terparah kasus terparah ada di game minecraft,ini bukan kasus terparah kasus terparah ada di game minecraft,ini bukan kasus terparah kasus terparah ada di game minecraft,"['ini', 'bukan', 'kasus', 'terparah', 'kasus', 'terparah', 'ada', 'di', 'game', 'minecraft']","['terparah', 'terparah', 'game', 'minecraft']",parah parah game minecraft,Negatif
@BimaNyu-hp,Wa aku sampai giler omggggggg yiahh yametehh😊,0,2025-07-02T05:04:54Z,Wa aku sampai giler omggggggg yiahh yametehh,wa aku sampai giler omggggggg yiahh yametehh,wa aku sampai giler omggggggg yiahh yametehh,"['wa', 'aku', 'sampai', 'giler', 'omggggggg', 'yiahh', 'yametehh']","['wa', 'giler', 'omggggggg', 'yiahh', 'yametehh']",wa giler omggggggg yiahh yametehh,Netral
@ReyAlphaexe,Gua main roblox sih gara gara seru ada banyak game di roblox gua heran dengan anak roblox zama sekarang 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,0,2025-07-02T04:59:48Z,Gua main roblox sih gara gara seru ada banyak game di roblox gua heran dengan anak roblox zama sekarang ,gua main roblox sih gara gara seru ada banyak game di roblox gua heran dengan anak roblox zama sekarang ,gua main roblox sih gara gara seru ada banyak game di roblox gua heran dengan anak roblox zaman sekarang,"['gua', 'main', 'roblox', 'sih', 'gara', 'gara', 'seru', 'ada', 'banyak', 'game', 'di', 'roblox', 'gua', 'heran', 'dengan', 'anak', 'roblox', 'zaman', 'sekarang']","['gua', 'main', 'roblox', 'sih', 'gara', 'gara', 'seru', 'game', 'roblox', 'gua', 'heran', 'anak', 'roblox', 'zaman']",gua main roblox sih gara gara seru game roblox gua heran anak roblox zaman,Negatif
@Werli.n,Mending gw jadi garou,0,2025-07-02T04:56:44Z,Mending gw jadi garou,mending gw jadi garou,mending gue jadi garou,"['mending', 'gue', 'jadi', 'garou']","['mending', 'gue', 'garou']",mending gue garou,Netral
@PangfungAnthemrar,Nah ente mau birahi ama karakter Roblox ☠️,0,2025-07-02T04:56:32Z,Nah ente mau birahi ama karakter Roblox ,nah ente mau birahi ama karakter roblox ,nah ente mau birahi sama karakter roblox,"['nah', 'ente', 'mau', 'birahi', 'sama', 'karakter', 'roblox']","['ente', 'birahi', 'karakter', 'roblox']",ente birah karakter roblox,Negatif
@arqaalwin,Benjir di buwat riviu nya juga jir ❤ ori wahyudi,0,2025-07-02T04:55:54Z,Benjir di buwat riviu nya juga jir  ori wahyudi,benjir di buwat riviu nya juga jir  ori wahyudi,benjir di buwat riviu ya juga jir orisinal wahyudi,"['benjir', 'di', 'buwat', 'riviu', 'ya', 'juga', 'jir', 'orisinal', 'wahyudi']","['benjir', 'buwat', 'riviu', 'ya', 'jir', 'orisinal', 'wahyudi']",benjir buwat riviu ya jir orisinal wahyudi,Positif
@Keii_pretty,Mending nntn aot🗿,0,2025-07-02T04:53:47Z,Mending nntn aot,mending nntn aot,mending menonton aot,"['mending', 'menonton', 'aot']","['mending', 'menonton', 'aot']",mending tonton aot,Negatif
@Wthel_3,Gua main roblox cuma mau seru-seruan aja bang😊,0,2025-07-02T04:52:48Z,Gua main roblox cuma mau seruseruan aja bang,gua main roblox cuma mau seruseruan aja bang,gua main roblox cuma mau seruseruan saja abang,"['gua', 'main', 'roblox', 'cuma', 'mau', 'seruseruan', 'saja', 'abang']","['gua', 'main', 'roblox', 'seruseruan', 'abang']",gua main roblox seruseruan abang,Negatif
@Benhurgaming,Alamak najisnya,0,2025-07-02T04:51:45Z,Alamak najisnya,alamak najisnya,alamak najisnya,"['alamak', 'najisnya']","['alamak', 'najisnya']",alamak najis,Negatif
@665gnal,"Lu liat bikin nganceng kan😂
""Kata bocil di wa""",0,2025-07-02T04:51:04Z,"Lu liat bikin nganceng kan
Kata bocil di wa","lu liat bikin nganceng kan
kata bocil di wa",kamu lihat bikin nganceng kan kata bocil di wa,"['kamu', 'lihat', 'bikin', 'nganceng', 'kan', 'kata', 'bocil', 'di', 'wa']","['lihat', 'bikin', 'nganceng', 'bocil', 'wa']",lihat bikin nganceng bocil wa,Positif
@jjpkxd,Bang gw aslinya GK suka sih main sama cewek apalagi di game gw aja GK sopan sama  ortu apalagi cewek  gw main di PS aja,0,2025-07-02T04:50:45Z,Bang gw aslinya GK suka sih main sama cewek apalagi di game gw aja GK sopan sama  ortu apalagi cewek  gw main di PS aja,bang gw aslinya gk suka sih main sama cewek apalagi di game gw aja gk sopan sama  ortu apalagi cewek  gw main di ps aja,abang gue aslinya tidak suka sih main sama cewek apalagi di game gue saja tidak sopan sama apalagi cewek gue main di pas saja,"['abang', 'gue', 'aslinya', 'tidak', 'suka', 'sih', 'main', 'sama', 'cewek', 'apalagi', 'di', 'game', 'gue', 'saja', 'tidak', 'sopan', 'sama', 'apalagi', 'cewek', 'gue', 'main', 'di', 'pas', 'saja']","['abang', 'gue', 'aslinya', 'suka', 'sih', 'main', 'cewek', 'game', 'gue', 'sopan', 'cewek', 'gue', 'main', 'pas']",abang gue asli suka sih main cewek game gue sopan cewek gue main pas,Positif
@KevLar-i9v,Gua nggak terta Rik😊,0,2025-07-02T04:49:24Z,Gua nggak terta Rik,gua nggak terta rik,gua tidak terta rik,"['gua', 'tidak', 'terta', 'rik']","['gua', 'terta', 'rik']",gua terta rik,Negatif
@Eireng,Ah normal ini mah😂😂,0,2025-07-02T04:48:14Z,Ah normal ini mah,ah normal ini mah,ah normal ini mah,"['ah', 'normal', 'ini', 'mah']","['ah', 'normal', 'mah']",ah normal mah,Positif
@dabedo27,"sementara gw

-main jadi bajak laut  (blox fruit)
-jadi petani  (grow a garden)
-naik kereta sambil bunuh zombie (dead rails)
-main fps 2 vs 2 (rivals)
-tarung pakek kekuatan anime (the strongest battle ground)


lo pikir gw peduli sama avatar!!!!!!!!!!!!!!!",0,2025-07-02T04:47:15Z,"sementara gw

main jadi bajak laut  blox fruit
jadi petani  grow a garden
naik kereta sambil bunuh zombie dead rails
main fps  vs  rivals
tarung pakek kekuatan anime the strongest battle ground


lo pikir gw peduli sama avatar","sementara gw

main jadi bajak laut  blox fruit
jadi petani  grow a garden
naik kereta sambil bunuh zombie dead rails
main fps  vs  rivals
tarung pakek kekuatan anime the strongest battle ground


lo pikir gw peduli sama avatar",sementara gue main jadi bajak laut blox fruit jadi petani grow a garden naik kereta sambil bunuh zombie dead rails main fps vs rivals tarung pakai kekuatan anime the strongest battle ground lo pikir gue peduli sama avatar,"['sementara', 'gue', 'main', 'jadi', 'bajak', 'laut', 'blox', 'fruit', 'jadi', 'petani', 'grow', 'a', 'garden', 'naik', 'kereta', 'sambil', 'bunuh', 'zombie', 'dead', 'rails', 'main', 'fps', 'vs', 'rivals', 'tarung', 'pakai', 'kekuatan', 'anime', 'the', 'strongest', 'battle', 'ground', 'lo', 'pikir', 'gue', 'peduli', 'sama', 'avatar']","['gue', 'main', 'bajak', 'laut', 'blox', 'fruit', 'petani', 'grow', 'a', 'garden', 'kereta', 'bunuh', 'zombie', 'dead', 'rails', 'main', 'fps', 'vs', 'rivals', 'tarung', 'pakai', 'kekuatan', 'anime', 'the', 'strongest', 'battle', 'ground', 'lo', 'pikir', 'gue', 'peduli', 'avatar']",gue main bajak laut blox fruit tani grow a garden kereta bunuh zombie dead rails main fps vs rivals tarung pakai kuat anime the strongest battle ground lo pikir gue peduli avatar,Negatif
@dandi6779,Ahh normal inimah,0,2025-07-02T04:45:09Z,Ahh normal inimah,ahh normal inimah,ah normal inimah,"['ah', 'normal', 'inimah']","['ah', 'normal', 'inimah']",ah normal inimah,Positif
@muchamadteguh4177,"Dibawa santai, palingan itu avatar di buru buat hode2 😂",1,2025-07-02T04:44:52Z,Dibawa santai palingan itu avatar di buru buat hode ,dibawa santai palingan itu avatar di buru buat hode ,dibawa santai palingan itu avatar di buru buat hode,"['dibawa', 'santai', 'palingan', 'itu', 'avatar', 'di', 'buru', 'buat', 'hode']","['dibawa', 'santai', 'palingan', 'avatar', 'buru', 'hode']",bawa santai paling avatar buru hode,Positif
